timestamp,open,high,low,close,volume
2026-05-04 16:15:00,129.87,130.0,129.87,130.0,519
2026-05-04 16:25:00,130.05,130.05,130.05,130.05,228
2026-05-04 16:30:00,130.006,130.006,130.006,130.006,546
2026-05-04 16:35:00,129.98,129.98,129.98,129.98,711
2026-05-04 16:45:00,129.95,129.955,129.95,129.955,609
2026-05-04 16:55:00,129.945,129.945,129.945,129.945,238
2026-05-04 17:00:00,129.98,129.98,129.98,129.98,200
2026-05-04 17:10:00,130.04,130.04,130.04,130.04,220
2026-05-04 17:35:00,130.06,130.07,130.06,130.07,827
2026-05-04 18:00:00,130.09,130.09,130.09,130.09,756
2026-05-04 18:45:00,130.04,130.04,130.04,130.04,1199
2026-05-04 19:00:00,130.09,130.09,130.07,130.07,355
2026-05-04 19:05:00,130.095,130.095,130.09,130.09,774
2026-05-04 19:10:00,130.095,130.095,130.095,130.095,416
2026-05-04 19:20:00,130.12,130.12,130.12,130.12,718
2026-05-04 19:25:00,130.1,130.1,130.1,130.1,550
2026-05-04 19:40:00,130.145,130.16,130.145,130.16,1158
2026-05-04 19:45:00,130.0802,130.0802,130.08,130.08,227
2026-05-04 19:55:00,130.095,130.12,130.095,130.12,1457
2026-05-05 14:00:00,130.245,130.245,130.245,130.245,840
2026-05-05 14:25:00,130.31,130.31,130.31,130.31,902
2026-05-05 14:55:00,130.34,130.34,130.34,130.34,383
2026-05-05 15:15:00,130.38,130.38,130.38,130.38,170
2026-05-05 15:20:00,130.3601,130.3601,130.36,130.36,400
2026-05-05 15:45:00,130.49,130.49,130.49,130.49,270
2026-05-05 16:00:00,130.435,130.435,130.435,130.435,408
2026-05-05 16:05:00,130.45,130.45,130.45,130.45,218
2026-05-05 16:15:00,130.38,130.38,130.38,130.38,100
2026-05-05 16:45:00,130.339,130.339,130.339,130.339,726
2026-05-05 16:55:00,130.27,130.27,130.27,130.27,209
2026-05-05 17:25:00,130.22,130.22,130.22,130.22,192
2026-05-05 18:05:00,130.235,130.235,130.235,130.235,113
2026-05-05 18:40:00,130.2,130.2,130.2,130.2,1300
2026-05-05 18:45:00,130.215,130.215,130.215,130.215,575
2026-05-05 19:05:00,130.209,130.209,130.209,130.209,671
2026-05-05 19:45:00,130.15,130.1651,130.15,130.16,633
2026-05-06 13:30:00,130.71,130.81,130.71,130.81,1047
2026-05-06 13:35:00,130.82,130.82,130.775,130.775,496
2026-05-06 13:45:00,130.78,130.78,130.78,130.78,297
2026-05-06 13:50:00,130.775,130.775,130.775,130.775,257
2026-05-06 14:10:00,130.745,130.745,130.745,130.745,710
2026-05-06 14:20:00,130.725,130.7372,130.725,130.7372,543
2026-05-06 14:30:00,130.765,130.77,130.765,130.77,266
2026-05-06 14:50:00,130.83,130.83,130.83,130.83,620
2026-05-06 14:55:00,130.79,130.79,130.7518,130.76,4126
2026-05-06 15:05:00,130.69,130.69,130.69,130.69,619
2026-05-06 15:15:00,130.67,130.6768,130.67,130.6768,515
2026-05-06 15:40:00,130.71,130.71,130.71,130.71,7963
2026-05-06 15:45:00,130.66,130.66,130.66,130.66,570
2026-05-06 15:50:00,130.7,130.7,130.7,130.7,413
2026-05-06 16:25:00,130.625,130.625,130.62,130.62,924
2026-05-06 17:40:00,130.58,130.58,130.58,130.58,1062
2026-05-06 18:00:00,130.6001,130.6001,130.6001,130.6001,392
2026-05-06 18:45:00,130.61,130.61,130.61,130.61,330
2026-05-06 19:25:00,130.67,130.67,130.67,130.67,5583
2026-05-06 19:50:00,130.6499,130.6499,130.6499,130.6499,861
2026-05-06 19:55:00,130.63,130.65,130.61,130.61,2570
2026-05-07 13:55:00,130.881,130.881,130.881,130.881,801
2026-05-07 15:00:00,131.01,131.01,131.01,131.01,1643
2026-05-07 15:20:00,130.955,130.955,130.955,130.955,326
2026-05-07 15:30:00,130.89,130.89,130.89,130.89,3204
2026-05-07 15:35:00,130.89,130.89,130.89,130.89,406
2026-05-07 15:40:00,130.89,130.89,130.87,130.87,1200
2026-05-07 15:45:00,130.87,130.87,130.84,130.845,6815
2026-05-07 15:50:00,130.845,130.845,130.81,130.83,14031
2026-05-07 15:55:00,130.83,130.83,130.8,130.8,527
2026-05-07 16:20:00,130.71,130.73,130.71,130.73,513
2026-05-07 16:45:00,130.67,130.67,130.67,130.67,205
2026-05-07 16:50:00,130.635,130.64,130.62,130.62,1065
2026-05-07 17:00:00,130.635,130.635,130.635,130.635,395
2026-05-07 17:35:00,130.44,130.44,130.44,130.44,957
2026-05-07 18:25:00,130.56,130.56,130.56,130.56,510
2026-05-07 18:30:00,130.55,130.55,130.55,130.55,193
2026-05-07 18:55:00,130.47,130.47,130.47,130.47,216
2026-05-07 19:05:00,130.55,130.55,130.55,130.55,1685
2026-05-07 19:45:00,130.475,130.475,130.475,130.475,406
2026-05-07 19:50:00,130.42,130.42,130.42,130.42,546
2026-05-07 19:55:00,130.35,130.355,130.35,130.355,632
2026-05-08 16:25:00,130.98,130.98,130.98,130.98,2317
2026-05-08 16:40:00,130.9,130.9,130.9,130.9,105
2026-05-08 16:50:00,130.92,130.92,130.92,130.92,330
2026-05-08 17:25:00,130.92,130.94,130.92,130.94,889
2026-05-08 18:15:00,130.9865,130.9865,130.9865,130.9865,743
2026-05-08 19:55:00,130.97,130.98,130.97,130.9789,754
2026-05-11 13:45:00,131.039,131.04,131.039,131.04,3232
2026-05-11 13:50:00,130.975,130.975,130.975,130.975,235
2026-05-11 13:55:00,130.98,130.985,130.98,130.985,418
2026-05-11 14:25:00,130.9801,130.9801,130.9801,130.9801,632
2026-05-11 15:05:00,131.145,131.16,131.145,131.16,7633
2026-05-11 15:15:00,131.16,131.16,131.16,131.16,364
2026-05-11 15:25:00,131.25,131.25,131.25,131.25,1950
2026-05-11 16:30:00,131.165,131.165,131.165,131.165,3079
2026-05-11 16:55:00,131.13,131.13,131.12,131.12,448
2026-05-11 18:10:00,131.14,131.14,131.14,131.14,443
2026-05-11 18:15:00,131.1363,131.1363,131.1363,131.1363,423
2026-05-11 19:55:00,130.91,130.93,130.91,130.93,1351
2026-05-12 13:30:00,130.0023,130.0023,129.97,129.97,701
2026-05-12 13:55:00,129.895,129.895,129.88,129.89,6016
2026-05-12 14:00:00,129.9401,129.9401,129.9401,129.9401,234
2026-05-12 14:05:00,129.98,129.98,129.958,129.958,2151
2026-05-12 14:10:00,130.09,130.09,130.09,130.09,413
2026-05-12 14:15:00,130.055,130.055,130.055,130.055,425
2026-05-12 14:25:00,130.02,130.02,130.02,130.02,4855
2026-05-12 14:30:00,130.04,130.04,129.995,129.995,8914
2026-05-12 14:35:00,130.01,130.01,130.01,130.01,342
2026-05-12 14:40:00,130.0599,130.0599,130.0599,130.0599,519
2026-05-12 14:45:00,129.9992,129.9992,129.97,129.97,1459
2026-05-12 14:50:00,129.96,129.96,129.96,129.96,1024
2026-05-12 14:55:00,130.01,130.01,130.01,130.01,751
2026-05-12 15:00:00,130.02,130.02,129.9493,129.96,1241
2026-05-12 15:05:00,129.9795,129.9795,129.9795,129.9795,1338
2026-05-12 15:10:00,129.97,129.97,129.965,129.965,1352
2026-05-12 15:15:00,129.9,129.9,129.8815,129.8815,4432
2026-05-12 15:20:00,129.8584,129.8584,129.85,129.85,591
2026-05-12 15:30:00,129.879,129.99,129.879,129.99,1397
2026-05-12 15:35:00,129.98,129.9999,129.98,129.9999,5402
2026-05-12 15:40:00,130.0,130.0,129.9799,129.9799,6060
2026-05-12 16:10:00,130.049,130.049,130.039,130.039,982
2026-05-12 16:20:00,130.039,130.039,130.039,130.039,559
2026-05-12 16:25:00,130.02,130.02,130.005,130.005,424
2026-05-12 16:35:00,130.03,130.08,130.03,130.08,74303
2026-05-12 16:40:00,130.025,130.025,130.005,130.005,20986
2026-05-12 16:45:00,130.0,130.0,129.969,129.969,12724
2026-05-12 17:00:00,130.05,130.05,130.04,130.05,20482
2026-05-12 17:05:00,130.06,130.06,130.06,130.06,8358
2026-05-12 17:15:00,130.03,130.03,130.03,130.03,294
2026-05-12 17:25:00,130.039,130.039,130.039,130.039,877
2026-05-12 17:30:00,130.029,130.03,130.02,130.03,495
2026-05-12 17:40:00,130.02,130.02,130.02,130.02,153
2026-05-12 18:05:00,129.97,129.97,129.955,129.955,843
2026-05-12 18:20:00,130.0396,130.0396,130.03,130.03,960
2026-05-12 18:25:00,130.039,130.079,130.025,130.0699,4241
